y0,x0,x1,x2,x3
0.08583405425364078,9.95,0.0003861591,21.4,212.0
0.08503186683070955,9.95,0.0003861591,21.4,214.0
0.08424453473042522,9.95,0.0003861591,21.4,216.0
0.08347164909069654,9.95,0.0003861591,21.4,218.0
0.08271281591714476,9.95,0.0003861591,21.4,220.0
0.10203824019685148,9.95,0.0003861591,24.0,200.0
0.10102796059094207,9.95,0.0003861591,24.0,202.0
0.10003749038907009,9.95,0.0003861591,24.0,204.0
0.09906625261830242,9.95,0.0003861591,24.0,206.0
0.09811369249697258,9.95,0.0003861591,24.0,208.0
0.09717927637795379,9.95,0.0003861591,24.0,210.0
0.09626249075174668,9.95,0.0003861591,24.0,212.0
0.09536284130546868,9.95,0.0003861591,24.0,214.0
0.09447985203412175,9.95,0.0003861591,24.0,216.0
0.09361306440078118,9.95,0.0003861591,24.0,218.0
0.09276203654259225,9.95,0.0003861591,24.0,220.0
0.11309238288484375,9.95,0.0003861591,26.6,200.0
0.11197265632162746,9.95,0.0003861591,26.6,202.0
0.11087488518121937,9.95,0.0003861591,26.6,204.0
0.10979842998528519,9.95,0.0003861591,26.6,206.0
0.10874267585081128,9.95,0.0003861591,26.6,208.0
0.10770703131889879,9.95,0.0003861591,26.6,210.0
0.10669092724985259,9.95,0.0003861591,26.6,212.0
0.1056938157802278,9.95,0.0003861591,26.6,214.0
0.10471516933781828,9.95,0.0003861591,26.6,216.0
0.10375447971086582,9.95,0.0003861591,26.6,218.0
0.10281125716803977,9.95,0.0003861591,26.6,220.0
0.12414652557283597,9.95,0.0003861591,29.2,200.0
0.12291735205231284,9.95,0.0003861591,29.2,202.0
0.1217122799733686,9.95,0.0003861591,29.2,204.0
0.12053060735226793,9.95,0.0003861591,29.2,206.0
0.11937165920464997,9.95,0.0003861591,29.2,208.0
0.11823478625984378,9.95,0.0003861591,29.2,210.0
0.11711936374795846,9.95,0.0003861591,29.2,212.0
0.11602479025498688,9.95,0.0003861591,29.2,214.0
0.11495048664151479,9.95,0.0003861591,29.2,216.0
0.11389589502095043,9.95,0.0003861591,29.2,218.0
0.11286047779348725,9.95,0.0003861591,29.2,220.0
0.13520066826082822,9.95,0.0003861591,31.8,200.0
0.13386204778299823,9.95,0.0003861591,31.8,202.0
0.13254967476551788,9.95,0.0003861591,31.8,204.0
0.1312627847192507,9.95,0.0003861591,31.8,206.0
0.13000064255848867,9.95,0.0003861591,31.8,208.0
0.12876254120078878,9.95,0.0003861591,31.8,210.0
0.12754780024606435,9.95,0.0003861591,31.8,212.0
0.126355764729746,9.95,0.0003861591,31.8,214.0
0.1251858039452113,9.95,0.0003861591,31.8,216.0
0.12403731033103507,9.95,0.0003861591,31.8,218.0
0.12290969841893475,9.95,0.0003861591,31.8,220.0
0.1462548109488205,9.95,0.0003861591,34.400000000000006,200.0
0.14480674351368367,9.95,0.0003861591,34.400000000000006,202.0
0.14338706955766717,9.95,0.0003861591,34.400000000000006,204.0
0.1419949620862335,9.95,0.0003861591,34.400000000000006,206.0
0.1406296259123274,9.95,0.0003861591,34.400000000000006,208.0
0.1392902961417338,9.95,0.0003861591,34.400000000000006,210.0
0.13797623674417028,9.95,0.0003861591,34.400000000000006,212.0
0.13668673920450514,9.95,0.0003861591,34.400000000000006,214.0
0.13542112124890787,9.95,0.0003861591,34.400000000000006,216.0
0.1341787256411197,9.95,0.0003861591,34.400000000000006,218.0
0.13295891904438228,9.95,0.0003861591,34.400000000000006,220.0
0.15730895363681272,9.95,0.0003861591,37.0,200.0
0.15575143924436902,9.95,0.0003861591,37.0,202.0
0.15422446434981638,9.95,0.0003861591,37.0,204.0
0.15272713945321623,9.95,0.0003861591,37.0,206.0
0.15125860926616605,9.95,0.0003861591,37.0,208.0
0.14981805108267876,9.95,0.0003861591,37.0,210.0
0.14840467324227613,9.95,0.0003861591,37.0,212.0
0.14701771367926422,9.95,0.0003861591,37.0,214.0
0.14565643855260435,9.95,0.0003861591,37.0,216.0
0.14432014095120432,9.95,0.0003861591,37.0,218.0
0.14300813966982973,9.95,0.0003861591,37.0,220.0
0.045185702854948884,9.95,0.00039967744,11.0,200.0
0.044738319658365236,9.95,0.00039967744,11.0,202.0
0.044299708681322436,9.95,0.00039967744,11.0,204.0
0.043869614422280476,9.95,0.00039967744,11.0,206.0
0.04344779120668162,9.95,0.00039967744,11.0,208.0
0.04303400271899894,9.95,0.00039967744,11.0,210.0
0.04262802156127253,9.95,0.00039967744,11.0,212.0
0.04222962883640083,9.95,0.00039967744,11.0,214.0
0.0418386137545823,9.95,0.00039967744,11.0,216.0
0.041454773261420996,9.95,0.00039967744,11.0,218.0
0.04107791168631717,9.95,0.00039967744,11.0,220.0
0.05586595989339135,9.95,0.00039967744,13.6,200.0
0.05531283157761519,9.95,0.00039967744,13.6,202.0
0.054770548915089555,9.95,0.00039967744,13.6,204.0
0.05423879601300131,9.95,0.00039967744,13.6,206.0
0.053717269128260914,9.95,0.00039967744,13.6,208.0
0.053205676088944144,9.95,0.00039967744,13.6,210.0
0.0527037357484824,9.95,0.00039967744,13.6,212.0
0.052211177470459204,9.95,0.00039967744,13.6,214.0
0.05172774064202902,9.95,0.00039967744,13.6,216.0
0.0512531742141205,9.95,0.00039967744,13.6,218.0
0.0507872362667194,9.95,0.00039967744,13.6,220.0
0.06654621693183381,9.95,0.00039967744,16.2,200.0
0.06588734349686516,9.95,0.00039967744,16.2,202.0
0.06524138914885669,9.95,0.00039967744,16.2,204.0
0.06460797760372215,9.95,0.00039967744,16.2,206.0
0.06398674704984021,9.95,0.00039967744,16.2,208.0
0.06337734945888936,9.95,0.00039967744,16.2,210.0
0.06277944993569227,9.95,0.00039967744,16.2,212.0
0.062192726104517586,9.95,0.00039967744,16.2,214.0
0.061616867529475754,9.95,0.00039967744,16.2,216.0
0.06105157516682001,9.95,0.00039967744,16.2,218.0
0.06049656084712165,9.95,0.00039967744,16.2,220.0
0.07722647397027628,9.95,0.00039967744,18.8,200.0
0.07646185541611514,9.95,0.00039967744,18.8,202.0
0.07571222938262381,9.95,0.00039967744,18.8,204.0
0.07497715919444299,9.95,0.00039967744,18.8,206.0
0.07425622497141951,9.95,0.00039967744,18.8,208.0
0.07354902282883456,9.95,0.00039967744,18.8,210.0
0.07285516412290215,9.95,0.00039967744,18.8,212.0
0.07217427473857596,9.95,0.00039967744,18.8,214.0
0.07150599441692249,9.95,0.00039967744,18.8,216.0
0.07084997611951953,9.95,0.00039967744,18.8,218.0
0.0702058854275239,9.95,0.00039967744,18.8,220.0
0.08790673100871874,9.95,0.00039967744,21.4,200.0
0.08703636733536509,9.95,0.00039967744,21.4,202.0
0.08618306961639091,9.95,0.00039967744,21.4,204.0
0.08534634078516382,9.95,0.00039967744,21.4,206.0
0.08452570289299878,9.95,0.00039967744,21.4,208.0
0.08372069619877975,9.95,0.00039967744,21.4,210.0
0.082930878310112,9.95,0.00039967744,21.4,212.0
0.08215582337263433,9.95,0.00039967744,21.4,214.0
0.0813951213043692,9.95,0.00039967744,21.4,216.0
0.08064837707221902,9.95,0.00039967744,21.4,218.0
0.07991521000792612,9.95,0.00039967744,21.4,220.0
0.0985869880471612,9.95,0.00039967744,24.0,200.0
0.09761087925461506,9.95,0.00039967744,24.0,202.0
0.09665390985015805,9.95,0.00039967744,24.0,204.0
0.09571552237588467,9.95,0.00039967744,24.0,206.0
0.09479518081457809,9.95,0.00039967744,24.0,208.0
0.09389236956872496,9.95,0.00039967744,24.0,210.0
0.09300659249732189,9.95,0.00039967744,24.0,212.0
0.09213737200669271,9.95,0.00039967744,24.0,214.0
0.09128424819181594,9.95,0.00039967744,24.0,216.0
0.09044677802491854,9.95,0.00039967744,24.0,218.0
0.08962453458832838,9.95,0.00039967744,24.0,220.0
0.10926724508560369,9.95,0.00039967744,26.6,200.0
0.10818539117386504,9.95,0.00039967744,26.6,202.0
0.10712475008392518,9.95,0.00039967744,26.6,204.0
0.10608470396660552,9.95,0.00039967744,26.6,206.0
0.10506465873615739,9.95,0.00039967744,26.6,208.0
0.10406404293867018,9.95,0.00039967744,26.6,210.0
0.10308230668453178,9.95,0.00039967744,26.6,212.0
0.1021189206407511,9.95,0.00039967744,26.6,214.0
0.10117337507926266,9.95,0.00039967744,26.6,216.0
0.10024517897761806,9.95,0.00039967744,26.6,218.0
0.09933385916873062,9.95,0.00039967744,26.6,220.0
0.11994750212404613,9.95,0.00039967744,29.2,200.0
0.11875990309311499,9.95,0.00039967744,29.2,202.0
0.11759559031769229,9.95,0.00039967744,29.2,204.0
0.11645388555732634,9.95,0.00039967744,29.2,206.0
0.11533413665773667,9.95,0.00039967744,29.2,208.0
0.11423571630861537,9.95,0.00039967744,29.2,210.0
0.11315802087174162,9.95,0.00039967744,29.2,212.0
0.11210046927480946,9.95,0.00039967744,29.2,214.0
0.11106250196670937,9.95,0.00039967744,29.2,216.0
0.11004357993031755,9.95,0.00039967744,29.2,218.0
0.10904318374913284,9.95,0.00039967744,29.2,220.0
0.13062775916248862,9.95,0.00039967744,31.8,200.0
0.12933441501236495,9.95,0.00039967744,31.8,202.0
0.12806643055145941,9.95,0.00039967744,31.8,204.0
0.1268230671480472,9.95,0.00039967744,31.8,206.0
0.125603614579316,9.95,0.00039967744,31.8,208.0
0.12440738967856059,9.95,0.00039967744,31.8,210.0
0.12323373505895151,9.95,0.00039967744,31.8,212.0
0.12208201790886786,9.95,0.00039967744,31.8,214.0
0.12095162885415611,9.95,0.00039967744,31.8,216.0
0.11984198088301708,9.95,0.00039967744,31.8,218.0
0.1187525083295351,9.95,0.00039967744,31.8,220.0
0.14130801620093109,9.95,0.00039967744,34.400000000000006,200.0
0.13990892693161494,9.95,0.00039967744,34.400000000000006,202.0
0.13853727078522657,9.95,0.00039967744,34.400000000000006,204.0
0.13719224873876806,9.95,0.00039967744,34.400000000000006,206.0
0.1358730925008953,9.95,0.00039967744,34.400000000000006,208.0
0.1345790630485058,9.95,0.00039967744,34.400000000000006,210.0
0.13330944924616142,9.95,0.00039967744,34.400000000000006,212.0
0.13206356654292625,9.95,0.00039967744,34.400000000000006,214.0
0.13084075574160287,9.95,0.00039967744,34.400000000000006,216.0
0.1296403818357166,9.95,0.00039967744,34.400000000000006,218.0
0.12846183290993737,9.95,0.00039967744,34.400000000000006,220.0
0.15198827323937353,9.95,0.00039967744,37.0,200.0
0.15048343885086488,9.95,0.00039967744,37.0,202.0
0.14900811101899367,9.95,0.00039967744,37.0,204.0
0.14756143032948887,9.95,0.00039967744,37.0,206.0
0.14614257042247455,9.95,0.00039967744,37.0,208.0
0.144750736418451,9.95,0.00039967744,37.0,210.0
0.14338516343337124,9.95,0.00039967744,37.0,212.0
0.1420451151769846,9.95,0.00039967744,37.0,214.0
0.14072988262904956,9.95,0.00039967744,37.0,216.0
0.1394387827884161,9.95,0.00039967744,37.0,218.0
0.13817115749033956,9.95,0.00039967744,37.0,220.0
0.04370738259153242,9.95,0.00041319578,11.0,200.0
0.04327463622924002,9.95,0.00041319578,11.0,202.0
0.04285037508973767,9.95,0.00041319578,11.0,204.0
0.042434352030614006,9.95,0.00041319578,11.0,206.0
0.042026329414935025,9.95,0.00041319578,11.0,208.0
0.04162607865860231,9.95,0.00041319578,11.0,210.0
0.04123337980333247,9.95,0.00041319578,11.0,212.0
0.040848021113581705,9.95,0.00041319578,11.0,214.0
0.040469798695863354,9.95,0.00041319578,11.0,216.0
0.040098516139020574,9.95,0.00041319578,11.0,218.0
0.039733984174120385,9.95,0.00041319578,11.0,220.0
0.05403821847680372,9.95,0.00041319578,13.6,200.0
0.05350318661069675,9.95,0.00041319578,13.6,202.0
0.052978645565493844,9.95,0.00041319578,13.6,204.0
0.052464289783304585,9.95,0.00041319578,13.6,206.0
0.05195982545846512,9.95,0.00041319578,13.6,208.0
0.05146496997790831,9.95,0.00041319578,13.6,210.0
0.050979451393211056,9.95,0.00041319578,13.6,212.0
0.05050300792224647,9.95,0.00041319578,13.6,214.0
0.050035387478521966,9.95,0.00041319578,13.6,216.0
0.049576347226425434,9.95,0.00041319578,13.6,218.0
0.049125653160730656,9.95,0.00041319578,13.6,220.0
0.06436905436207502,9.95,0.00041319578,16.2,200.0
0.0637317369921535,9.95,0.00041319578,16.2,202.0
0.06310691604125003,9.95,0.00041319578,16.2,204.0
0.06249422753599517,9.95,0.00041319578,16.2,206.0
0.06189332150199522,9.95,0.00041319578,16.2,208.0
0.06130386129721432,9.95,0.00041319578,16.2,210.0
0.06072552298308964,9.95,0.00041319578,16.2,212.0
0.06015799473091124,9.95,0.00041319578,16.2,214.0
0.05960097626118058,9.95,0.00041319578,16.2,216.0
0.0590541783138303,9.95,0.00041319578,16.2,218.0
0.058517322147340935,9.95,0.00041319578,16.2,220.0
0.07469989024734633,9.95,0.00041319578,18.8,200.0
0.07396028737361023,9.95,0.00041319578,18.8,202.0
0.07323518651700621,9.95,0.00041319578,18.8,204.0
0.07252416528868576,9.95,0.00041319578,18.8,206.0
0.07182681754552532,9.95,0.00041319578,18.8,208.0
0.07114275261652032,9.95,0.00041319578,18.8,210.0
0.07047159457296823,9.95,0.00041319578,18.8,212.0
0.069812981539576,9.95,0.00041319578,18.8,214.0
0.0691665650438392,9.95,0.00041319578,18.8,216.0
0.06853200940123516,9.95,0.00041319578,18.8,218.0
0.06790899113395121,9.95,0.00041319578,18.8,220.0
0.08503072613261761,9.95,0.00041319578,21.4,200.0
0.08418883775506694,9.95,0.00041319578,21.4,202.0
0.08336345699276236,9.95,0.00041319578,21.4,204.0
0.08255410304137632,9.95,0.00041319578,21.4,206.0
0.0817603135890554,9.95,0.00041319578,21.4,208.0
0.0809816439358263,9.95,0.00041319578,21.4,210.0
0.0802176661628468,9.95,0.00041319578,21.4,212.0
0.07946796834824076,9.95,0.00041319578,21.4,214.0
0.07873215382649779,9.95,0.00041319578,21.4,216.0
0.07800984048864001,9.95,0.00041319578,21.4,218.0
0.07730066012056147,9.95,0.00041319578,21.4,220.0
0.09536156201788892,9.95,0.00041319578,24.0,200.0
0.09441738813652369,9.95,0.00041319578,24.0,202.0
0.09349172746851855,9.95,0.00041319578,24.0,204.0
0.09258404079406692,9.95,0.00041319578,24.0,206.0
0.09169380963258551,9.95,0.00041319578,24.0,208.0
0.09082053525513231,9.95,0.00041319578,24.0,210.0
0.0899637377527254,9.95,0.00041319578,24.0,212.0
0.08912295515690553,9.95,0.00041319578,24.0,214.0
0.08829774260915642,9.95,0.00041319578,24.0,216.0
0.08748767157604488,9.95,0.00041319578,24.0,218.0
0.08669232910717176,9.95,0.00041319578,24.0,220.0
0.10569239790316023,9.95,0.00041319578,26.6,200.0
0.10464593851798043,9.95,0.00041319578,26.6,202.0
0.10361999794427475,9.95,0.00041319578,26.6,204.0
0.10261397854675752,9.95,0.00041319578,26.6,206.0
0.10162730567611562,9.95,0.00041319578,26.6,208.0
0.10065942657443833,9.95,0.00041319578,26.6,210.0
0.099709809342604,9.95,0.00041319578,26.6,212.0
0.09877794196557031,9.95,0.00041319578,26.6,214.0
0.09786333139181504,9.95,0.00041319578,26.6,216.0
0.09696550266344976,9.95,0.00041319578,26.6,218.0
0.09608399809378204,9.95,0.00041319578,26.6,220.0
0.11602323378843152,9.95,0.00041319578,29.2,200.0
0.11487448889943715,9.95,0.00041319578,29.2,202.0
0.1137482684200309,9.95,0.00041319578,29.2,204.0
0.11264391629944809,9.95,0.00041319578,29.2,206.0
0.1115608017196457,9.95,0.00041319578,29.2,208.0
0.11049831789374431,9.95,0.00041319578,29.2,210.0
0.10945588093248257,9.95,0.00041319578,29.2,212.0
0.10843292877423506,9.95,0.00041319578,29.2,214.0
0.10742892017447363,9.95,0.00041319578,29.2,216.0
0.1064433337508546,9.95,0.00041319578,29.2,218.0
0.1054756670803923,9.95,0.00041319578,29.2,220.0
0.12635406967370283,9.95,0.00041319578,31.8,200.0
0.1251030392808939,9.95,0.00041319578,31.8,202.0
0.12387653889578709,9.95,0.00041319578,31.8,204.0
0.12267385405213868,9.95,0.00041319578,31.8,206.0
0.1214942977631758,9.95,0.00041319578,31.8,208.0
0.12033720921305033,9.95,0.00041319578,31.8,210.0
0.11920195252236115,9.95,0.00041319578,31.8,212.0
0.11808791558289984,9.95,0.00041319578,31.8,214.0
0.11699450895713225,9.95,0.00041319578,31.8,216.0
0.11592116483825948,9.95,0.00041319578,31.8,218.0
0.11486733606700258,9.95,0.00041319578,31.8,220.0
0.13668490555897417,9.95,0.00041319578,34.400000000000006,200.0
0.13533158966235065,9.95,0.00041319578,34.400000000000006,202.0
0.1340048093715433,9.95,0.00041319578,34.400000000000006,204.0
0.13270379180482927,9.95,0.00041319578,34.400000000000006,206.0
0.13142779380670594,9.95,0.00041319578,34.400000000000006,208.0
0.13017610053235634,9.95,0.00041319578,34.400000000000006,210.0
0.12894802411223977,9.95,0.00041319578,34.400000000000006,212.0
0.12774290239156463,9.95,0.00041319578,34.400000000000006,214.0
0.12656009773979088,9.95,0.00041319578,34.400000000000006,216.0
0.12539899592566436,9.95,0.00041319578,34.400000000000006,218.0
0.12425900505361287,9.95,0.00041319578,34.400000000000006,220.0
0.14701574144424542,9.95,0.00041319578,37.0,200.0
0.14556014004380735,9.95,0.00041319578,37.0,202.0
0.14413307984729945,9.95,0.00041319578,37.0,204.0
0.14273372955751984,9.95,0.00041319578,37.0,206.0
0.141361289850236,9.95,0.00041319578,37.0,208.0
0.14001499185166233,9.95,0.00041319578,37.0,210.0
0.13869409570211833,9.95,0.00041319578,37.0,212.0
0.13739788920022936,9.95,0.00041319578,37.0,214.0
0.13612568652244947,9.95,0.00041319578,37.0,216.0
0.1348768270130692,9.95,0.00041319578,37.0,218.0
0.13365067404022313,9.95,0.00041319578,37.0,220.0
0.04232272895414537,9.95,0.00042671412,11.0,200.0
0.041903692033807304,9.95,0.00042671412,11.0,202.0
0.04149287152367194,9.95,0.00042671412,11.0,204.0
0.04109002811082075,9.95,0.00042671412,11.0,206.0
0.04069493168667824,9.95,0.00042671412,11.0,208.0
0.04030736090870988,9.95,0.00042671412,11.0,210.0
0.0399271027869296,9.95,0.00042671412,11.0,212.0
0.039553952293593805,9.95,0.00042671412,11.0,214.0
0.03918771199457905,9.95,0.00042671412,11.0,216.0
0.038828191701050806,9.95,0.00042671412,11.0,218.0
0.03847520814013216,9.95,0.00042671412,11.0,220.0
0.05232628307057973,9.95,0.00042671412,13.6,200.0
0.051808201059979936,9.95,0.00042671412,13.6,202.0
0.05130027752017621,9.95,0.00042671412,13.6,204.0
0.05080221657337838,9.95,0.00042671412,13.6,206.0
0.05031373372171128,9.95,0.00042671412,13.6,208.0
0.04983455530531403,9.95,0.00042671412,13.6,210.0
0.049364417991112956,9.95,0.00042671412,13.6,212.0
0.048903068290261434,9.95,0.00042671412,13.6,214.0
0.04845026210238864,9.95,0.00042671412,13.6,216.0
0.04800576428493553,9.95,0.00042671412,13.6,218.0
0.04756934824598158,9.95,0.00042671412,13.6,220.0
0.0623298371870141,9.95,0.00042671412,16.2,200.0
0.061712710086152575,9.95,0.00042671412,16.2,202.0
0.06110768351668049,9.95,0.00042671412,16.2,204.0
0.06051440503593601,9.95,0.00042671412,16.2,206.0
0.05993253575674432,9.95,0.00042671412,16.2,208.0
0.05936174970191819,9.95,0.00042671412,16.2,210.0
0.058801733195296316,9.95,0.00042671412,16.2,212.0
0.05825218428692906,9.95,0.00042671412,16.2,214.0
0.05771281221019824,9.95,0.00042671412,16.2,216.0
0.057183336868820274,9.95,0.00042671412,16.2,218.0
0.056663488351831,9.95,0.00042671412,16.2,220.0
0.07233339130344847,9.95,0.00042671412,18.8,200.0
0.07161721911232521,9.95,0.00042671412,18.8,202.0
0.07091508951318477,9.95,0.00042671412,18.8,204.0
0.07022659349849365,9.95,0.00042671412,18.8,206.0
0.06955133779177737,9.95,0.00042671412,18.8,208.0
0.06888894409852235,9.95,0.00042671412,18.8,210.0
0.06823904839947968,9.95,0.00042671412,18.8,212.0
0.06760130028359669,9.95,0.00042671412,18.8,214.0
0.06697536231800784,9.95,0.00042671412,18.8,216.0
0.06636090945270501,9.95,0.00042671412,18.8,218.0
0.06575762845768042,9.95,0.00042671412,18.8,220.0
0.0823369454198828,9.95,0.00042671412,21.4,200.0
0.08152172813849783,9.95,0.00042671412,21.4,202.0
0.08072249550968903,9.95,0.00042671412,21.4,204.0
0.07993878196105127,9.95,0.00042671412,21.4,206.0
0.07917013982681038,9.95,0.00042671412,21.4,208.0
0.07841613849512648,9.95,0.00042671412,21.4,210.0
0.07767636360366302,9.95,0.00042671412,21.4,212.0
0.0769504162802643,9.95,0.00042671412,21.4,214.0
0.07623791242581741,9.95,0.00042671412,21.4,216.0
0.07553848203658974,9.95,0.00042671412,21.4,218.0
0.07485176856352983,9.95,0.00042671412,21.4,220.0
0.09234049953631718,9.95,0.00042671412,24.0,200.0
0.09142623716467048,9.95,0.00042671412,24.0,202.0
0.09052990150619332,9.95,0.00042671412,24.0,204.0
0.08965097042360891,9.95,0.00042671412,24.0,206.0
0.08878894186184344,9.95,0.00042671412,24.0,208.0
0.08794333289173065,9.95,0.00042671412,24.0,210.0
0.0871136788078464,9.95,0.00042671412,24.0,212.0
0.08629953227693195,9.95,0.00042671412,24.0,214.0
0.08550046253362702,9.95,0.00042671412,24.0,216.0
0.08471605462047448,9.95,0.00042671412,24.0,218.0
0.08394590866937926,9.95,0.00042671412,24.0,220.0
0.10234405365275155,9.95,0.00042671412,26.6,200.0
0.10133074619084313,9.95,0.00042671412,26.6,202.0
0.1003373075026976,9.95,0.00042671412,26.6,204.0
0.09936315888616655,9.95,0.00042671412,26.6,206.0
0.0984077438968765,9.95,0.00042671412,26.6,208.0
0.09747052728833482,9.95,0.00042671412,26.6,210.0
0.09655099401202977,9.95,0.00042671412,26.6,212.0
0.09564864827359959,9.95,0.00042671412,26.6,214.0
0.09476301264143662,9.95,0.00042671412,26.6,216.0
0.09389362720435923,9.95,0.00042671412,26.6,218.0
0.09304004877522869,9.95,0.00042671412,26.6,220.0
0.1123476077691859,9.95,0.00042671412,29.2,200.0
0.11123525521701574,9.95,0.00042671412,29.2,202.0
0.11014471349920187,9.95,0.00042671412,29.2,204.0
0.10907534734872416,9.95,0.00042671412,29.2,206.0
0.10802654593190951,9.95,0.00042671412,29.2,208.0
0.10699772168493894,9.95,0.00042671412,29.2,210.0
0.1059883092162131,9.95,0.00042671412,29.2,212.0
0.10499776427026719,9.95,0.00042671412,29.2,214.0
0.10402556274924621,9.95,0.00042671412,29.2,216.0
0.10307119978824394,9.95,0.00042671412,29.2,218.0
0.1021341888810781,9.95,0.00042671412,29.2,220.0
0.12235116188562027,9.95,0.00042671412,31.8,200.0
0.1211397642431884,9.95,0.00042671412,31.8,202.0
0.11995211949570615,9.95,0.00042671412,31.8,204.0
0.1187875358112818,9.95,0.00042671412,31.8,206.0
0.11764534796694257,9.95,0.00042671412,31.8,208.0
0.11652491608154311,9.95,0.00042671412,31.8,210.0
0.11542562442039649,9.95,0.00042671412,31.8,212.0
0.11434688026693483,9.95,0.00042671412,31.8,214.0
0.11328811285705581,9.95,0.00042671412,31.8,216.0
0.1122487723721287,9.95,0.00042671412,31.8,218.0
0.11122832898692753,9.95,0.00042671412,31.8,220.0
0.13235471600205467,9.95,0.00042671412,34.400000000000006,200.0
0.13104427326936105,9.95,0.00042671412,34.400000000000006,202.0
0.12975952549221045,9.95,0.00042671412,34.400000000000006,204.0
0.12849972427383946,9.95,0.00042671412,34.400000000000006,206.0
0.12726415000197563,9.95,0.00042671412,34.400000000000006,208.0
0.1260521104781473,9.95,0.00042671412,34.400000000000006,210.0
0.12486293962457987,9.95,0.00042671412,34.400000000000006,212.0
0.12369599626360249,9.95,0.00042671412,34.400000000000006,214.0
0.12255066296486543,9.95,0.00042671412,34.400000000000006,216.0
0.12142634495601345,9.95,0.00042671412,34.400000000000006,218.0
0.12032246909277697,9.95,0.00042671412,34.400000000000006,220.0
0.142358270118489,9.95,0.00042671412,37.0,200.0
0.14094878229553365,9.95,0.00042671412,37.0,202.0
0.1395669314887147,9.95,0.00042671412,37.0,204.0
0.13821191273639707,9.95,0.00042671412,37.0,206.0
0.13688295203700865,9.95,0.00042671412,37.0,208.0
0.13557930487475142,9.95,0.00042671412,37.0,210.0
0.1343002548287632,9.95,0.00042671412,37.0,212.0
0.13304511226027008,9.95,0.00042671412,37.0,214.0
0.131813213072675,9.95,0.00042671412,37.0,216.0
0.13060391753989817,9.95,0.00042671412,37.0,218.0
0.12941660919862635,9.95,0.00042671412,37.0,220.0
0.04102311320175406,9.95,0.00044023246,11.0,200.0
0.04061694376411292,9.95,0.00044023246,11.0,202.0
0.040218738433092205,9.95,0.00044023246,11.0,204.0
0.03982826524442141,9.95,0.00044023246,11.0,206.0
0.03944530115553274,9.95,0.00044023246,11.0,208.0
0.039069631620718144,9.95,0.00044023246,11.0,210.0
0.03870105019033401,9.95,0.00044023246,11.0,212.0
0.03833935813248042,9.95,0.00044023246,11.0,214.0
0.0379843640756982,9.95,0.00044023246,11.0,216.0
